turbine_no,flight_number,altitude_sea_level,Mach,Thrust_Resolver_Angle,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,RUL
32,63,-0.002,-0.0003,100,518.67,642.85,1587.23,1400.08,14.62,21.61,554.95,2387.98,9068.56,1.3,47.3,522.22,2387.95,8148.07,8.4078,0.03,391,2388,100,38.85,23.3852,109.8577104
32,64,0.0025,0.0002,100,518.67,641.72,1588.56,1391.72,14.62,21.61,554.48,2388.02,9070.99,1.3,47.05,522.57,2388.02,8154.76,8.3942,0.03,392,2388,100,39.01,23.4219,108.8971908
32,65,-0.0011,0.0004,100,518.67,642.39,1581.72,1394.74,14.62,21.61,555.17,2388.01,9063.56,1.3,47.25,522.5,2388.04,8147.56,8.4072,0.03,390,2388,100,39.21,23.4497,104.2334208
32,66,-0.0004,-0.0003,100,518.67,642.2,1585.04,1400.23,14.62,21.61,553.88,2388.04,9078.1,1.3,47.28,522.56,2387.96,8151.68,8.4221,0.03,392,2388,100,39.01,23.3697,116.2481534
32,67,0.0006,0.0004,100,518.67,642.59,1582.79,1393.79,14.62,21.61,555,2388.02,9071.55,1.3,47.11,522.59,2388.05,8153.76,8.4293,0.03,392,2388,100,39.13,23.4381,106.6726
32,68,-0.0021,-0.0001,100,518.67,642.31,1577.53,1403.19,14.62,21.61,554.34,2388.03,9071.54,1.3,47.22,521.86,2387.96,8150.82,8.3841,0.03,391,2388,100,39.03,23.32,117.0534607
32,69,-0.0001,0.0003,100,518.67,642.19,1579.07,1399.48,14.62,21.6,555,2388,9074.91,1.3,47.15,522.02,2388.01,8152.05,8.3722,0.03,390,2388,100,38.97,23.3134,123.2758728
32,70,-0.0022,0.0004,100,518.67,642.23,1591.54,1401.27,14.62,21.61,553.96,2388.02,9072.15,1.3,47.12,521.76,2388.01,8154.13,8.4021,0.03,390,2388,100,38.91,23.3908,126.2219551
32,71,0.0018,0.0002,100,518.67,642.07,1590.71,1400.6,14.62,21.61,554.92,2387.99,9067.08,1.3,47.16,522.21,2387.98,8153.66,8.391,0.03,391,2388,100,38.75,23.4182,107.6921688
32,72,0.0009,0.0004,100,518.67,642.21,1593.93,1402.91,14.62,21.61,554.37,2388.03,9066.64,1.3,47.28,522.73,2387.93,8154.17,8.3857,0.03,392,2388,100,39.07,23.3905,96.61562315
32,73,0.0003,-0.0002,100,518.67,641.88,1578.16,1399.36,14.62,21.61,555.2,2387.99,9074.13,1.3,47.28,522.1,2387.95,8157.22,8.4026,0.03,393,2388,100,38.91,23.4211,103.3925719
32,74,0.0019,-0.0003,100,518.67,641.82,1582.9,1405.84,14.62,21.61,554.03,2387.95,9078.43,1.3,46.98,522.19,2388.03,8149.7,8.4128,0.03,392,2388,100,38.84,23.4524,125.3096393
32,75,-0.002,-0.0002,100,518.67,642.79,1583.69,1399.79,14.62,21.61,554.37,2387.98,9060.79,1.3,47.23,522.5,2388.09,8153.92,8.413,0.03,393,2388,100,39.04,23.4199,91.6582058
32,76,-0.0021,0.0003,100,518.67,641.82,1586.79,1401.62,14.62,21.6,554.29,2387.96,9072.61,1.3,47.11,522.23,2388.03,8149.48,8.4261,0.03,392,2388,100,39.02,23.4069,113.9809323
32,77,-0.0047,-0.0004,100,518.67,641.73,1587.68,1390.44,14.62,21.61,554.7,2387.97,9077.09,1.3,47.17,522.2,2387.96,8155.47,8.4092,0.03,391,2388,100,39.04,23.4635,126.8528474
32,78,-0.0005,-0.0004,100,518.67,642.31,1574.05,1402.73,14.62,21.61,554.97,2388.04,9065.92,1.3,47.17,522.28,2387.99,8157.22,8.4213,0.03,392,2388,100,38.85,23.355,104.5604847
32,79,0.0026,0.0002,100,518.67,641.77,1592.27,1401.23,14.62,21.61,555.05,2388,9063.57,1.3,47.06,521.9,2387.96,8149.55,8.401,0.03,393,2388,100,38.94,23.4082,94.96893989
32,80,-0.0012,-0.0004,100,518.67,642.05,1586.74,1397.24,14.62,21.61,554.22,2387.95,9069.64,1.3,47.1,522.54,2388.01,8150.66,8.4367,0.03,392,2388,100,38.89,23.3766,112.636794
32,81,-0.0029,0,100,518.67,642.1,1585.81,1402.62,14.62,21.61,553.85,2388.01,9073.02,1.3,47.25,521.93,2388.02,8152.13,8.4161,0.03,392,2388,100,38.97,23.4418,114.1980226
32,82,0.0001,0.0002,100,518.67,641.9,1590.84,1395.39,14.62,21.61,554.28,2388.02,9075.43,1.3,47.08,522.15,2387.95,8156.35,8.3924,0.03,392,2388,100,38.92,23.3575,117.5410439
32,83,0,0.0002,100,518.67,642.02,1589.36,1390.65,14.62,21.61,554.21,2388.03,9078.6,1.3,47.16,522.25,2387.93,8157.08,8.3918,0.03,392,2388,100,38.98,23.3544,118.4755537
32,84,0.0039,0.0001,100,518.67,642.09,1584.74,1402.4,14.62,21.6,554.67,2387.98,9074.68,1.3,47.18,522.51,2387.94,8149.69,8.4364,0.03,392,2388,100,38.88,23.4548,108.3707933
32,85,0.0019,-0.0002,100,518.67,642.53,1585.79,1399.14,14.62,21.61,554.65,2387.95,9070.49,1.3,47.08,522.48,2388.03,8158.53,8.4267,0.03,391,2388,100,39.1,23.4443,113.9196023
32,86,0.0019,-0.0003,100,518.67,642.04,1581.61,1401.8,14.62,21.61,553.95,2387.98,9072.65,1.3,47.21,522.3,2388.03,8155.76,8.3845,0.03,391,2388,100,38.94,23.3621,115.824368
32,87,0.0014,0.0005,100,518.67,641.9,1590.57,1398.35,14.62,21.61,555.55,2388.01,9072.86,1.3,47.26,522.53,2388.01,8158.44,8.4049,0.03,391,2388,100,39.12,23.3142,106.3366377
32,88,-0.0026,-0.0002,100,518.67,641.83,1583.29,1398.64,14.62,21.61,554.58,2388.02,9066.83,1.3,47.25,522.18,2387.94,8156.19,8.3962,0.03,391,2388,100,38.95,23.4741,110.2533456
32,89,-0.0006,0.0002,100,518.67,641.87,1591.76,1400.8,14.62,21.61,553.77,2388,9080.86,1.3,47.12,522.45,2387.97,8153.57,8.3965,0.03,391,2388,100,39.1,23.3679,128.2167753
32,90,-0.0003,0.0004,100,518.67,642.5,1583.17,1400,14.62,21.61,554.57,2388.01,9071.79,1.3,47.3,522.83,2388.01,8154.71,8.3999,0.03,392,2388,100,39.01,23.3596,102.6954843
32,91,-0.0002,0.0004,100,518.67,642.26,1590.79,1395.72,14.62,21.61,554.18,2387.98,9081.1,1.3,47.28,522.1,2388.04,8159.2,8.4277,0.03,391,2388,100,39.07,23.2482,122.160511
32,92,-0.0043,0,100,518.67,642.63,1585.94,1402.18,14.62,21.61,554.66,2388.06,9072.4,1.3,47.34,522.27,2387.98,8153.01,8.4054,0.03,393,2388,100,38.97,23.3494,103.7816867
32,93,0.0024,0,100,518.67,642.58,1581.41,1397.1,14.62,21.61,554.01,2387.98,9072.37,1.3,47.51,522.16,2387.98,8156.77,8.4048,0.03,393,2388,100,39.05,23.4322,93.2472741
32,94,0.002,0.0003,100,518.67,642.15,1584.66,1395.56,14.62,21.61,554.55,2387.94,9074.28,1.3,47.25,522.44,2388,8153.02,8.4292,0.03,393,2388,100,38.82,23.3947,102.0058444
32,95,-0.0007,-0.0004,100,518.67,642.34,1587.44,1399.85,14.62,21.61,553.99,2387.99,9070.67,1.3,47.22,522.48,2388.03,8158.5,8.4423,0.03,394,2388,100,38.85,23.326,99.98569015
32,96,0.0004,0.0004,100,518.67,642.33,1580.06,1399.15,14.62,21.61,553.97,2388,9071.74,1.3,47.18,522.3,2388.06,8158.72,8.4125,0.03,392,2388,100,39.09,23.3995,108.3413642
32,97,0.0037,0,100,518.67,641.63,1581.77,1400.16,14.62,21.61,554.04,2388.02,9072.21,1.3,47.42,522.53,2388.01,8151.62,8.4331,0.03,391,2388,100,38.95,23.3816,104.8931175
32,98,0.0032,0.0003,100,518.67,642.12,1584.77,1404.77,14.62,21.61,554.14,2388.06,9077.81,1.3,47.26,522.14,2388.06,8162.46,8.4314,0.03,394,2388,100,39.05,23.4245,100.5192621
32,99,-0.0009,-0.0004,100,518.67,642.31,1584.7,1403.7,14.62,21.61,554.9,2388,9078.13,1.3,47.23,522.03,2387.99,8155.62,8.416,0.03,392,2388,100,38.88,23.4186,118.1049636
32,100,-0.0032,-0.0004,100,518.67,642.3,1592.42,1391.84,14.62,21.61,554.52,2388.01,9079.37,1.3,47.33,522.51,2388.02,8158.9,8.4016,0.03,392,2388,100,39.01,23.4755,117.6005901
32,101,-0.0016,0.0001,100,518.67,642.24,1586.81,1398.98,14.62,21.61,554.17,2387.98,9071.68,1.3,47.2,521.77,2388.04,8162.33,8.4475,0.03,391,2388,100,39,23.4198,117.2712047
32,102,0.0011,-0.0005,100,518.67,642.52,1591.25,1400.95,14.62,21.61,554.95,2387.98,9077.77,1.3,47.43,522.26,2387.98,8158.18,8.4096,0.03,392,2388,100,38.79,23.4336,109.3850448
32,103,0.0005,-0.0001,100,518.67,642.17,1587.94,1391.88,14.62,21.61,554.3,2387.98,9072.22,1.3,47.34,521.84,2388.06,8160.99,8.413,0.03,392,2388,100,38.86,23.4188,107.0861307
32,104,0.0017,0,100,518.67,642.34,1582.46,1404.64,14.62,21.61,554.21,2388.02,9083.93,1.3,47.47,522.07,2387.98,8158.82,8.3867,0.03,392,2388,100,38.81,23.3026,115.2981288
32,105,0.0019,-0.0001,100,518.67,642.28,1581.86,1400.65,14.62,21.61,554.09,2388.02,9085.8,1.3,47.3,522.32,2387.95,8153.15,8.4308,0.03,392,2388,100,39.03,23.328,121.7606363
32,106,0.0032,-0.0003,100,518.67,641.84,1588.04,1405.64,14.62,21.61,554.37,2387.99,9083.36,1.3,47.34,521.57,2387.99,8151.82,8.4407,0.03,391,2388,100,38.85,23.3636,124.5062736
32,107,0.0017,-0.0001,100,518.67,642.72,1586.81,1403.07,14.62,21.61,554.5,2387.96,9079.41,1.3,47.5,522.26,2388.05,8163.22,8.3955,0.03,391,2388,100,38.89,23.3518,112.8260882
32,108,-0.001,0.0002,100,518.67,641.81,1584.08,1401.33,14.62,21.61,554.64,2388.04,9081.62,1.3,47.18,522.15,2388.02,8161.99,8.3843,0.03,392,2388,100,38.99,23.3373,121.5265969
32,109,-0.0001,0.0001,100,518.67,642.61,1589.32,1395.8,14.62,21.61,554.21,2388.06,9085.01,1.3,47.47,522.21,2387.98,8161.41,8.4246,0.03,392,2388,100,39.12,23.3281,116.1056367
32,110,-0.0028,0.0004,100,518.67,642.45,1584.69,1397.6,14.62,21.61,553.71,2388.01,9075.04,1.3,47.23,522.61,2387.94,8155.39,8.4328,0.03,393,2388,100,38.91,23.3973,109.1291149
32,111,-0.0013,-0.0004,100,518.67,642.33,1581.46,1408.33,14.62,21.61,554.65,2388.02,9089.03,1.3,47.33,522.28,2388,8159.48,8.4236,0.03,393,2388,100,38.85,23.3087,123.1115935
32,112,0.0048,0,100,518.67,641.95,1585.71,1400.75,14.62,21.61,554.06,2388.03,9082.44,1.3,47.27,522.08,2388.01,8160.67,8.4113,0.03,394,2388,100,38.95,23.4102,106.1423044
32,113,0.0024,0.0001,100,518.67,642.21,1591.51,1400.26,14.62,21.61,554.65,2388.01,9076.5,1.3,47.34,522.35,2388.02,8157.96,8.4201,0.03,393,2388,100,39,23.2891,101.4669532
32,114,-0.0017,-0.0003,100,518.67,642.6,1582.48,1400.33,14.62,21.61,554.32,2387.97,9080.26,1.3,47.21,522.3,2388.05,8159.68,8.4141,0.03,391,2388,100,39.06,23.3123,126.7141604
32,115,-0.0016,0.0005,100,518.67,642,1586.2,1405.69,14.62,21.61,553.68,2387.98,9074,1.3,47.3,522.37,2387.98,8165.16,8.4103,0.03,393,2388,100,39.04,23.3842,104.0885981
32,116,0.0016,-0.0002,100,518.67,642.2,1583.45,1399.41,14.62,21.61,554.65,2387.95,9079.66,1.3,47.23,521.96,2387.99,8158.01,8.4102,0.03,392,2388,100,38.97,23.3479,117.0039392
32,117,0.0018,-0.0003,100,518.67,642.07,1586.16,1406.66,14.62,21.61,553.84,2387.94,9081.11,1.3,47.26,522.88,2388.02,8161.88,8.4382,0.03,393,2388,100,39.02,23.3414,111.998051
32,118,-0.0006,-0.0003,100,518.67,642.49,1590.83,1410.2,14.62,21.61,553.62,2388.08,9071.63,1.3,47.31,522.28,2388.02,8166.34,8.4117,0.03,392,2388,100,38.81,23.4258,110.2809718
32,119,0,0.0005,100,518.67,643.03,1590.15,1401.62,14.62,21.6,554.3,2388.03,9084.2,1.3,47.4,521.72,2387.98,8162.29,8.4204,0.03,392,2388,100,38.79,23.4409,118.3439465
32,120,0.0002,-0.0004,100,518.67,643.26,1588.38,1408.04,14.62,21.61,554.01,2388.05,9088.51,1.3,47.3,521.87,2388.07,8160.62,8.3911,0.03,393,2388,100,38.95,23.3261,124.3503326
32,121,0.0008,0.0004,100,518.67,642.92,1586.24,1400.99,14.62,21.61,554.39,2388.02,9079.75,1.3,47.26,522.22,2387.99,8159.39,8.413,0.03,391,2388,100,39.01,23.2929,119.8265362
32,122,-0.0011,0.0002,100,518.67,642.62,1586.59,1407.9,14.62,21.61,553.56,2388.02,9077.75,1.3,47.26,521.82,2387.97,8163.41,8.4198,0.03,394,2388,100,39.02,23.3983,107.2331109
32,123,0.0005,-0.0004,100,518.67,642.37,1590.68,1405.79,14.62,21.61,553.81,2388.02,9092.23,1.3,47.36,521.99,2388.08,8166.58,8.3786,0.03,392,2388,100,38.86,23.3489,132.4015161
32,124,-0.0047,0.0004,100,518.67,642.16,1588.86,1405.44,14.62,21.61,553.76,2388.01,9083.69,1.3,47.25,522.07,2388,8166.06,8.4284,0.03,392,2388,100,38.91,23.4383,127.1758735
32,125,-0.0005,0.0004,100,518.67,641.86,1587.5,1402.2,14.62,21.61,553.61,2387.99,9082.2,1.3,47.29,522.4,2387.98,8167.44,8.4269,0.03,390,2388,100,38.81,23.3166,130.692498
32,126,0.003,-0.0005,100,518.67,642.7,1588.34,1403.81,14.62,21.61,553.72,2387.99,9082.61,1.3,47.26,522.48,2388.06,8162.36,8.4013,0.03,393,2388,100,39.05,23.3539,114.8082957
32,127,-0.0013,0.0002,100,518.67,642.42,1589.43,1400.5,14.62,21.61,553.71,2388.05,9085.62,1.3,47.21,521.53,2388.03,8163.31,8.4269,0.03,392,2388,100,38.96,23.3164,129.778986
32,128,-0.0044,0.0004,100,518.67,642.27,1584.2,1405.31,14.62,21.61,552.89,2388.05,9082.46,1.3,47.34,521.79,2388,8168.08,8.3914,0.03,393,2388,100,38.9,23.3284,120.3439672
32,129,0.0019,0.0004,100,518.67,642.91,1592.22,1406.04,14.62,21.61,553.43,2388,9095.33,1.3,47.44,521.54,2388.06,8168.05,8.4288,0.03,391,2388,100,38.97,23.2816,135.8999777
32,130,-0.0001,0.0005,100,518.67,643.05,1586.72,1405.57,14.62,21.61,554.36,2387.96,9094.7,1.3,47.41,521.65,2388.04,8162.7,8.4212,0.03,393,2388,100,38.93,23.3931,124.4398167
32,131,-0.0027,0.0004,100,518.67,642.19,1585.24,1404.33,14.62,21.61,553.42,2387.95,9081.52,1.3,47.38,521.46,2388.03,8163.75,8.4317,0.03,392,2388,100,38.88,23.4462,120.9596049
32,132,-0.0023,-0.0002,100,518.67,642.19,1587.54,1409.7,14.62,21.61,552.89,2388.05,9083.4,1.3,47.4,521.31,2388.04,8166.69,8.4096,0.03,393,2388,100,38.73,23.2964,122.020604
32,133,0.0005,0.0001,100,518.67,642.45,1585.76,1405.52,14.62,21.61,553.94,2387.99,9089.03,1.3,47.41,522.46,2388.08,8174.76,8.4207,0.03,393,2388,100,38.74,23.2973,118.6429103
32,134,0.0012,-0.0002,100,518.67,641.94,1591.86,1405.08,14.62,21.61,553.52,2388.01,9079.97,1.3,47.44,521.66,2388,8169.05,8.4227,0.03,393,2388,100,38.88,23.3362,109.9643062
32,135,0.0007,0.0004,100,518.67,642.13,1584.81,1407.52,14.62,21.61,553.5,2388.02,9090.7,1.3,47.41,521.68,2387.97,8168.31,8.4811,0.03,392,2388,100,38.83,23.3617,127.3924701
32,136,0.0039,-0.0003,100,518.67,642.43,1594.5,1401.67,14.62,21.61,554.02,2388.04,9097.55,1.3,47.37,521.32,2388.04,8173.66,8.4279,0.03,392,2388,100,38.86,23.3048,136.1223366
32,137,-0.0032,0,100,518.67,642.56,1594.13,1401.36,14.62,21.61,553.33,2388.01,9091.02,1.3,47.38,521.81,2387.98,8170.41,8.4041,0.03,395,2388,100,38.71,23.3917,118.7345907
32,138,0.0049,0.0005,100,518.67,642.3,1584.23,1404.02,14.62,21.61,553.08,2388.02,9098.8,1.3,47.36,521.56,2388.06,8171.94,8.4537,0.03,393,2388,100,38.97,23.2626,129.6835702
32,139,0.0035,-0.0001,100,518.67,642.93,1592.99,1409.87,14.62,21.61,554.01,2388.08,9087.75,1.3,47.31,521.95,2387.99,8166.96,8.438,0.03,394,2388,100,39.02,23.2814,113.0698613
32,140,-0.0003,0,100,518.67,642.26,1587.62,1406.81,14.62,21.61,553.86,2388.04,9089.22,1.3,47.41,521.98,2388.08,8164.75,8.4312,0.03,394,2388,100,38.96,23.3091,115.257167
32,141,0.0028,0.0002,100,518.67,642.39,1591.17,1411.72,14.62,21.61,553.96,2388,9096.42,1.3,47.5,521.63,2388.04,8170.46,8.4454,0.03,394,2388,100,38.84,23.2496,118.3650708
32,142,0.0014,0.0005,100,518.67,642.79,1590.71,1408.99,14.62,21.61,553.87,2388.04,9102.19,1.3,47.41,521.9,2388.02,8175.01,8.417,0.03,393,2388,100,38.61,23.2316,134.3464785
32,143,-0.0007,-0.0004,100,518.67,642.52,1591.04,1408.94,14.62,21.61,554.12,2388.04,9097.68,1.3,47.5,521.44,2388.03,8173.26,8.4722,0.03,392,2388,100,38.81,23.2871,136.4896931
32,144,0.0004,-0.0002,100,518.67,642.28,1597.85,1410.47,14.62,21.61,553.54,2388.01,9097.38,1.3,47.43,521.5,2388.03,8177.28,8.4323,0.03,393,2388,100,38.96,23.3103,131.7409199
32,145,-0.0033,-0.0001,100,518.67,642.96,1587.37,1406.22,14.62,21.61,553.84,2388.05,9105.13,1.3,47.48,522.3,2388.05,8173.9,8.438,0.03,394,2388,100,38.84,23.3456,134.9832751
33,1,-0.0007,-0.0003,100,518.67,642.53,1588.31,1413.64,14.62,21.61,553.33,2388.1,9058.18,1.3,47.71,521.14,2388.12,8135.52,8.4434,0.03,392,2388,100,38.76,23.281,85.53836115
33,2,0.0031,0.0004,100,518.67,643.2,1595.76,1399.79,14.62,21.61,553.25,2388.1,9056.7,1.3,47.62,521.21,2388.11,8141.75,8.4312,0.03,393,2388,100,38.85,23.2111,74.61963776
33,3,-0.0003,0.0001,100,518.67,642.65,1595.12,1409.8,14.62,21.61,552.97,2388.14,9057.76,1.3,47.38,521.67,2388.1,8138.62,8.4099,0.03,393,2388,100,38.93,23.3368,87.2151758
33,4,-0.0046,-0.0001,100,518.67,642.52,1590.77,1412.93,14.62,21.61,553.53,2388.11,9050.4,1.3,47.52,521.53,2388.11,8132.51,8.4282,0.03,395,2388,100,38.65,23.3241,68.4267715
33,5,0.0021,0.0003,100,518.67,642.83,1590.97,1409.11,14.62,21.61,554.32,2388.16,9057.46,1.3,47.46,521.81,2388.11,8135.87,8.4732,0.03,394,2388,100,38.74,23.3345,73.14786285
33,6,0.0021,0.0002,100,518.67,642.71,1588.98,1413.46,14.62,21.61,553.06,2388.11,9064.03,1.3,47.54,521.42,2388.11,8132.36,8.4301,0.03,395,2388,100,38.67,23.2562,77.8956225
33,7,-0.0002,0.0001,100,518.67,642.45,1590.13,1402.86,14.62,21.61,553.55,2388.14,9055.79,1.3,47.53,521.18,2388.13,8138.03,8.4399,0.03,393,2388,100,38.69,23.3006,80.9603955
33,8,0.0002,0,100,518.67,642.65,1589.99,1411.23,14.62,21.61,552.92,2388.13,9059.69,1.3,47.66,520.83,2388.11,8138.6,8.4406,0.03,392,2388,100,38.88,23.2973,88.27906918
33,9,-0.0004,0.0002,100,518.67,642.4,1589.47,1406.09,14.62,21.61,553.39,2388.07,9053.45,1.3,47.53,521.2,2388.13,8138.11,8.4467,0.03,393,2388,100,38.73,23.2534,77.90923479
33,10,-0.0043,0.0005,100,518.67,642.88,1581.72,1412.01,14.62,21.61,553.38,2388.14,9063.41,1.3,47.66,521.42,2388.11,8135.89,8.434,0.03,393,2388,100,38.81,23.4039,87.33164459
33,11,-0.0017,-0.0004,100,518.67,642.61,1591.26,1407.39,14.62,21.61,552.95,2388.15,9060.01,1.3,47.59,520.8,2388.15,8140.49,8.4357,0.03,393,2388,100,38.88,23.222,89.04317858
33,12,0.0007,0.0002,100,518.67,642.25,1593.93,1412.03,14.62,21.61,552.84,2388.04,9062.83,1.3,47.39,521.19,2388.12,8137.74,8.4848,0.03,393,2388,100,38.62,23.3359,94.41943905
33,13,-0.0023,-0.0001,100,518.67,643.15,1584.19,1404.72,14.62,21.61,553.35,2388.17,9060,1.3,47.51,521.22,2388.11,8137.48,8.4344,0.03,392,2388,100,38.73,23.2646,94.97444593
33,14,0.0029,0.0001,100,518.67,642.73,1599.19,1408.53,14.62,21.61,553.49,2388.14,9058.53,1.3,47.39,521.63,2388.09,8133.82,8.4277,0.03,393,2388,100,38.68,23.2429,84.82134487
33,15,0.002,-0.0001,100,518.67,642.24,1584.62,1419.89,14.62,21.61,552.97,2388.05,9061.51,1.3,47.5,521.37,2388.08,8137.49,8.4229,0.03,394,2388,100,38.79,23.3324,82.34016154
33,16,0.0008,0.0001,100,518.67,642.72,1583.98,1408.3,14.62,21.61,553.11,2388.13,9045.48,1.3,47.58,521.4,2388.12,8135.8,8.4478,0.03,393,2388,100,38.77,23.3115,66.23797867
33,17,-0.0005,-0.0001,100,518.67,642.22,1586.89,1413.53,14.62,21.61,552.53,2388.13,9047.94,1.3,47.49,521.57,2388.15,8137.73,8.4176,0.03,393,2388,100,38.87,23.1591,74.59919586
33,18,0.0003,0.0003,100,518.67,642.86,1588.62,1410.55,14.62,21.61,553.14,2388.11,9054.67,1.3,47.85,521.12,2388.1,8138.21,8.4533,0.03,394,2388,100,38.86,23.2154,63.01899481
33,19,0,-0.0002,100,518.67,642.92,1592.1,1410.89,14.62,21.61,553.08,2388.14,9058.73,1.3,47.59,520.9,2388.14,8138.54,8.4774,0.03,393,2388,100,38.92,23.3998,84.30967256
33,20,0.0001,0.0001,100,518.67,642.35,1593.57,1404.17,14.62,21.61,553.21,2388.13,9057.1,1.3,47.65,521.39,2388.12,8139.42,8.4271,0.03,391,2388,100,38.72,23.0989,89.0923974
33,21,-0.002,-0.0002,100,518.67,643.08,1589.77,1413.23,14.62,21.61,553.64,2388.13,9060.84,1.3,47.4,521.52,2388.08,8140.09,8.4476,0.03,391,2388,100,38.53,23.199,104.2667297
33,22,0.0016,0,100,518.67,642.27,1587.27,1409.71,14.62,21.61,552.35,2388.09,9062.27,1.3,47.68,521.22,2388.14,8141.74,8.4386,0.03,393,2388,100,38.85,23.2997,84.51892423
33,23,0.0025,-0.0002,100,518.67,643.18,1597.47,1407.61,14.62,21.61,553.14,2388.08,9059.76,1.3,47.57,521.37,2388.13,8137.92,8.4603,0.03,393,2388,100,38.61,23.2407,83.77480405
33,24,0.002,-0.0002,100,518.67,642.08,1592.99,1407.47,14.62,21.61,553.44,2388.1,9052.79,1.3,47.71,520.93,2388.11,8133.61,8.4522,0.03,393,2388,100,38.91,23.1466,70.4232411
33,25,0.0016,0.0001,100,518.67,642.84,1594.52,1399.72,14.62,21.61,553.09,2388.08,9059.45,1.3,47.53,521.75,2388.07,8139.25,8.438,0.03,392,2388,100,38.84,23.3453,87.6458891
33,26,-0.0003,-0.0002,100,518.67,642.71,1586.53,1409.36,14.62,21.61,553.56,2388.15,9068.46,1.3,47.62,520.91,2388.17,8136.38,8.4709,0.03,394,2388,100,38.94,23.3311,88.59795859
33,27,-0.0005,-0.0002,100,518.67,643.08,1582.19,1416.22,14.62,21.61,553.47,2388.08,9045.94,1.3,47.55,521.8,2388.13,8134.91,8.4323,0.03,394,2388,100,38.89,23.4184,62.13726869
33,28,0.0017,-0.0004,100,518.67,642.61,1594.8,1409.28,14.62,21.61,553.58,2388.09,9053.07,1.3,47.62,521.42,2388.1,8136.68,8.4782,0.03,392,2388,100,38.8,23.2208,78.88519827
33,29,0.0009,-0.0001,100,518.67,642.89,1590.97,1403.04,14.62,21.61,553.49,2388.06,9059.11,1.3,47.49,520.99,2388.14,8141.12,8.466,0.03,393,2388,100,38.96,23.3545,85.02484504
33,30,-0.0016,-0.0004,100,518.67,642.88,1589.59,1411.47,14.62,21.61,553.07,2388.17,9059.22,1.3,47.58,521.16,2388.11,8141.21,8.4471,0.03,394,2388,100,38.77,23.2888,82.37839467
33,31,-0.0074,0.0001,100,518.67,643.03,1593.97,1409.16,14.62,21.61,552.96,2388.18,9059.93,1.3,47.64,520.85,2388.11,8137.03,8.4568,0.03,393,2388,100,38.84,23.3496,90.8751191
33,32,-0.0003,0,100,518.67,642.68,1585.89,1410.53,14.62,21.61,552.81,2388.11,9049.42,1.3,47.59,520.94,2388.08,8137.63,8.4371,0.03,394,2388,100,38.9,23.396,68.00902851
33,33,-0.0015,0.0003,100,518.67,642.76,1588.61,1415.82,14.62,21.61,552.77,2388.08,9059.74,1.3,47.57,521.45,2388.1,8136.71,8.4417,0.03,395,2388,100,38.76,23.2558,74.93812788
33,34,0.0016,-0.0004,100,518.67,642.98,1585.51,1414.99,14.62,21.61,552.75,2388.12,9060.95,1.3,47.55,520.81,2388.12,8135.71,8.3842,0.03,394,2388,100,38.68,23.3852,84.41826321
33,35,0.0003,0.0005,100,518.67,641.99,1588.87,1405.43,14.62,21.61,553.85,2388.13,9063.12,1.3,47.56,520.9,2388.15,8136.33,8.434,0.03,394,2388,100,38.93,23.3954,80.14201895
33,36,-0.0027,0.0003,100,518.67,642.98,1590.58,1405.11,14.62,21.61,553.06,2388.08,9057.66,1.3,47.59,521.74,2388.08,8135.07,8.416,0.03,391,2388,100,38.92,23.2829,91.85383322
33,37,0.0024,0.0001,100,518.67,642.68,1591.97,1414.65,14.62,21.61,553.36,2388.08,9057.39,1.3,47.78,521.38,2388.1,8134.1,8.4625,0.03,394,2388,100,38.87,23.2908,65.93203185
33,38,-0.0031,-0.0003,100,518.67,643.22,1584.79,1417.73,14.62,21.61,552.96,2388.11,9060.03,1.3,47.58,521.17,2388.09,8136.08,8.4522,0.03,395,2388,100,38.73,23.2943,79.32803653
33,39,-0.0018,0.0001,100,518.67,642.75,1587.07,1419.1,14.62,21.61,553.14,2388.13,9062.26,1.3,47.68,521.23,2388.07,8137.51,8.451,0.03,393,2388,100,38.9,23.3931,85.16894006
33,40,0.0006,-0.0001,100,518.67,642.65,1592.86,1408.49,14.62,21.61,552.64,2388.14,9055.83,1.3,47.61,521.6,2388.13,8134.79,8.4172,0.03,393,2388,100,38.73,23.2059,79.45107104
33,41,0.0021,0.0002,100,518.67,642.37,1603.38,1404.85,14.62,21.61,553.66,2388.11,9058.45,1.3,47.46,521.18,2388.13,8134.88,8.4803,0.03,394,2388,100,38.82,23.2397,77.50972249
33,42,0.0015,0.0003,100,518.67,643.36,1582.43,1408.21,14.62,21.61,552.19,2388.16,9055.47,1.3,47.75,521.15,2388.1,8136.76,8.4351,0.03,395,2388,100,38.81,23.3841,63.4885606
33,43,0.0004,0,100,518.67,642.44,1598.15,1415.41,14.62,21.61,553.1,2388.11,9054.61,1.3,47.71,521.05,2388.11,8140.96,8.4513,0.03,394,2388,100,39.02,23.3633,68.04015682
33,44,0.0039,0.0004,100,518.67,642.25,1601.28,1405.59,14.62,21.61,552.09,2388.11,9054.81,1.3,47.68,521.94,2388.1,8137.13,8.4691,0.03,392,2388,100,38.72,23.2673,76.65362563
